year,sex,marital_status,age,outside_labour_force
2018,male,widowed_divorced,30-34,100
2018,male,widowed_divorced,35-39,100
2018,male,widowed_divorced,40-44,200
2018,male,widowed_divorced,45-49,400
2018,male,widowed_divorced,50-54,800
2018,male,widowed_divorced,55-59,1400
2018,male,widowed_divorced,60-64,3700
2018,male,widowed_divorced,65-69,4200
2018,male,widowed_divorced,70_and_over,17200
2018,female,single,15-19,105100
2018,female,single,20-24,42900
2018,female,single,25-29,6300
2018,female,single,30-34,2600
2018,female,single,35-39,1900
2018,female,single,40-44,1800
2018,female,single,45-49,1900
2018,female,single,50-54,3400
2018,female,single,55-59,5500
2018,female,single,60-64,6200
2018,female,single,65-69,6700
2018,female,single,70_and_over,8800
2018,female,married,15-19,100
2018,female,married,20-24,1600
2018,female,married,25-29,7800
2018,female,married,30-34,18100
2018,female,married,35-39,27200
2018,female,married,40-44,28400
2018,female,married,45-49,31600
2018,female,married,50-54,38800
2018,female,married,55-59,45800
2018,female,married,60-64,53500
2018,female,married,65-69,47000
2018,female,married,70_and_over,70100
2018,female,widowed_divorced,15-19,-
2018,female,widowed_divorced,20-24,100
2018,female,widowed_divorced,25-29,-
2018,female,widowed_divorced,30-34,400
2018,female,widowed_divorced,35-39,400
2018,female,widowed_divorced,40-44,500
2018,female,widowed_divorced,45-49,1900
2018,female,widowed_divorced,50-54,3300
2018,female,widowed_divorced,55-59,5200
2018,female,widowed_divorced,60-64,11800
2018,female,widowed_divorced,65-69,15700
2018,female,widowed_divorced,70_and_over,90800
2019,male,single,15-19,104000
2019,male,single,20-24,51900
2019,male,single,25-29,13300
2019,male,single,30-34,3800
2019,male,single,35-39,1900
2019,male,single,40-44,1600
2019,male,single,45-49,2800
2019,male,single,50-54,3100
2019,male,single,55-59,5500
2019,male,single,60-64,5200
2019,male,single,65-69,4400
2019,male,single,70_and_over,5200
2019,male,married,15-19,-
2019,male,married,20-24,200
2019,male,married,25-29,300
2019,male,married,30-34,400
2019,male,married,35-39,1200
2019,male,married,40-44,1900
2019,male,married,45-49,3100
2019,male,married,50-54,5500
2019,male,married,55-59,12800
2019,male,married,60-64,23300
2019,male,married,65-69,38000
2019,male,married,70_and_over,90000
2019,male,widowed_divorced,15-19,-
2019,male,widowed_divorced,20-24,-
2019,male,widowed_divorced,25-29,-
2019,male,widowed_divorced,30-34,100
2019,male,widowed_divorced,35-39,-
2019,male,widowed_divorced,40-44,200
2019,male,widowed_divorced,45-49,400
2019,male,widowed_divorced,50-54,600
2019,male,widowed_divorced,55-59,1300
2019,male,widowed_divorced,60-64,3100
2019,male,widowed_divorced,65-69,4000
2019,male,widowed_divorced,70_and_over,19700
2019,female,single,15-19,99500
2019,female,single,20-24,41300
2019,female,single,25-29,5900
2019,female,single,30-34,2100
2019,female,single,35-39,1800
2019,female,single,40-44,1500
2019,female,single,45-49,2400
2019,female,single,50-54,3100
2019,female,single,55-59,4600
2019,female,single,60-64,5500
2019,female,single,65-69,6300
2019,female,single,70_and_over,9600
2019,female,married,15-19,100
2019,female,married,20-24,1800
2019,female,married,25-29,6900
2019,female,married,30-34,14500
2019,female,married,35-39,25500
2019,female,married,40-44,28600
2019,female,married,45-49,28800
2019,female,married,50-54,39700
2019,female,married,55-59,48200
2019,female,married,60-64,48800
2019,female,married,65-69,51800
2019,female,married,70_and_over,76700
2019,female,widowed_divorced,15-19,-
2019,female,widowed_divorced,20-24,100
2019,female,widowed_divorced,25-29,100
2019,female,widowed_divorced,30-34,300
2019,female,widowed_divorced,35-39,600
2019,female,widowed_divorced,40-44,600
2019,female,widowed_divorced,45-49,1600
2019,female,widowed_divorced,50-54,3200
2019,female,widowed_divorced,55-59,6600
2019,female,widowed_divorced,60-64,10100
2019,female,widowed_divorced,65-69,16700
2019,female,widowed_divorced,70_and_over,90500
2020,male,single,15-19,94600
2020,male,single,20-24,55600
2020,male,single,25-29,13500
2020,male,single,30-34,3200
2020,male,single,35-39,1900
2020,male,single,40-44,1500
2020,male,single,45-49,2300
2020,male,single,50-54,3600
2020,male,single,55-59,5500
2020,male,single,60-64,4900
2020,male,single,65-69,5100
2020,male,single,70_and_over,6400
2020,male,married,15-19,-
2020,male,married,20-24,300
2020,male,married,25-29,500
2020,male,married,30-34,1000
2020,male,married,35-39,2000
2020,male,married,40-44,2000
2020,male,married,45-49,3400
2020,male,married,50-54,5900
2020,male,married,55-59,13000
2020,male,married,60-64,22600
2020,male,married,65-69,34800
2020,male,married,70_and_over,96600
2020,male,widowed_divorced,15-19,-
2020,male,widowed_divorced,20-24,-
2020,male,widowed_divorced,25-29,-
2020,male,widowed_divorced,30-34,100
2020,male,widowed_divorced,35-39,100
2020,male,widowed_divorced,40-44,300
2020,male,widowed_divorced,45-49,400
2020,male,widowed_divorced,50-54,500
2020,male,widowed_divorced,55-59,1400
2020,male,widowed_divorced,60-64,2800
2020,male,widowed_divorced,65-69,4000
2020,male,widowed_divorced,70_and_over,21500
2020,female,single,15-19,93200
2020,female,single,20-24,49000
2020,female,single,25-29,6600
2020,female,single,30-34,2400
2020,female,single,35-39,2700
2020,female,single,40-44,1500
2020,female,single,45-49,3200
2020,female,single,50-54,4000
2020,female,single,55-59,6000
2020,female,single,60-64,6700
2020,female,single,65-69,6100
2020,female,single,70_and_over,10700
2020,female,married,15-19,-
2020,female,married,20-24,1500
2020,female,married,25-29,5600
2020,female,married,30-34,14700
2020,female,married,35-39,22100
2020,female,married,40-44,27100
2020,female,married,45-49,29200
2020,female,married,50-54,36400
2020,female,married,55-59,43500
2020,female,married,60-64,49500
2020,female,married,65-69,50500
2020,female,married,70_and_over,77000
2020,female,widowed_divorced,15-19,-
2020,female,widowed_divorced,20-24,100
2020,female,widowed_divorced,25-29,200
2020,female,widowed_divorced,30-34,300
2020,female,widowed_divorced,35-39,300
2020,female,widowed_divorced,40-44,700
2020,female,widowed_divorced,45-49,1600
2020,female,widowed_divorced,50-54,3500
2020,female,widowed_divorced,55-59,5300
2020,female,widowed_divorced,60-64,11600
2020,female,widowed_divorced,65-69,14500
2020,female,widowed_divorced,70_and_over,102300
2021,male,single,15-19,77800
2021,male,single,20-24,47400
2021,male,single,25-29,12700
2021,male,single,30-34,3600
2021,male,single,35-39,2400
2021,male,single,40-44,2000
2021,male,single,45-49,2200
2021,male,single,50-54,1900
2021,male,single,55-59,4000
2021,male,single,60-64,5500
2021,male,single,65-69,5600
2021,male,single,70_and_over,7000
2021,male,married,15-19,-
2021,male,married,20-24,100
2021,male,married,25-29,600
2021,male,married,30-34,1100
2021,male,married,35-39,1300
2021,male,married,40-44,2100
2021,male,married,45-49,2800
2021,male,married,50-54,4600
2021,male,married,55-59,9400
2021,male,married,60-64,22700
2021,male,married,65-69,37800
2021,male,married,70_and_over,95500
2021,male,widowed_divorced,15-19,-
2021,male,widowed_divorced,20-24,-
2021,male,widowed_divorced,25-29,100
2021,male,widowed_divorced,30-34,100
2021,male,widowed_divorced,35-39,200
2021,male,widowed_divorced,40-44,200
2021,male,widowed_divorced,45-49,500
2021,male,widowed_divorced,50-54,800
2021,male,widowed_divorced,55-59,1300
2021,male,widowed_divorced,60-64,2000
2021,male,widowed_divorced,65-69,4500
2021,male,widowed_divorced,70_and_over,17900
2021,female,single,15-19,76600
2021,female,single,20-24,34200
2021,female,single,25-29,6800
2021,female,single,30-34,2600
2021,female,single,35-39,1800
2021,female,single,40-44,1200
2021,female,single,45-49,2100
2021,female,single,50-54,2200
2021,female,single,55-59,3900
2021,female,single,60-64,6200
2021,female,single,65-69,7400
2021,female,single,70_and_over,13500
2021,female,married,15-19,-
2021,female,married,20-24,2000
2021,female,married,25-29,5500
2021,female,married,30-34,13900
2021,female,married,35-39,20900
2021,female,married,40-44,23200
2021,female,married,45-49,26600
2021,female,married,50-54,28200
2021,female,married,55-59,40200
2021,female,married,60-64,56000
2021,female,married,65-69,53000
2021,female,married,70_and_over,82700
2021,female,widowed_divorced,15-19,-
2021,female,widowed_divorced,20-24,-
2021,female,widowed_divorced,25-29,400
2021,female,widowed_divorced,30-34,500
2021,female,widowed_divorced,35-39,700
2021,female,widowed_divorced,40-44,400
2021,female,widowed_divorced,45-49,1400
2021,female,widowed_divorced,50-54,1800
2021,female,widowed_divorced,55-59,4900
2021,female,widowed_divorced,60-64,10600
2021,female,widowed_divorced,65-69,12900
2021,female,widowed_divorced,70_and_over,82600
2022,male,single,15-19,72600
2022,male,single,20-24,46100
2022,male,single,25-29,13600
2022,male,single,30-34,2700
2022,male,single,35-39,1800
2022,male,single,40-44,2000
2022,male,single,45-49,3100
2022,male,single,50-54,2500
2022,male,single,55-59,4800
2022,male,single,60-64,5500
2022,male,single,65-69,5400
2022,male,single,70_and_over,6800
2022,male,married,15-19,-
2022,male,married,20-24,-
2022,male,married,25-29,700
2022,male,married,30-34,900
2022,male,married,35-39,1100
2022,male,married,40-44,1800
2022,male,married,45-49,2800
2022,male,married,50-54,5900
2022,male,married,55-59,11100
2022,male,married,60-64,21900
2022,male,married,65-69,39600
2022,male,married,70_and_over,105800
2022,male,widowed_divorced,15-19,-
2022,male,widowed_divorced,20-24,-
2022,male,widowed_divorced,25-29,100
2022,male,widowed_divorced,30-34,100
2022,male,widowed_divorced,35-39,-
2022,male,widowed_divorced,40-44,200
2022,male,widowed_divorced,45-49,500
2022,male,widowed_divorced,50-54,800
2022,male,widowed_divorced,55-59,2100
2022,male,widowed_divorced,60-64,2800
2022,male,widowed_divorced,65-69,4200
2022,male,widowed_divorced,70_and_over,19100
2022,female,single,15-19,79300
2022,female,single,20-24,39400
2022,female,single,25-29,5000
2022,female,single,30-34,2100
2022,female,single,35-39,1500
2022,female,single,40-44,1600
2022,female,single,45-49,2500
2022,female,single,50-54,3400
2022,female,single,55-59,4600
2022,female,single,60-64,6900
2022,female,single,65-69,9200
2022,female,single,70_and_over,13700
2022,female,married,15-19,100
2022,female,married,20-24,700
2022,female,married,25-29,4800
2022,female,married,30-34,13200
2022,female,married,35-39,20500
2022,female,married,40-44,27600
2022,female,married,45-49,27100
2022,female,married,50-54,32400
2022,female,married,55-59,40200
2022,female,married,60-64,50900
2022,female,married,65-69,52600
2022,female,married,70_and_over,87000
2022,female,widowed_divorced,15-19,-
2022,female,widowed_divorced,20-24,-
2022,female,widowed_divorced,25-29,200
2022,female,widowed_divorced,30-34,400
2022,female,widowed_divorced,35-39,800
2022,female,widowed_divorced,40-44,800
2022,female,widowed_divorced,45-49,1500
2022,female,widowed_divorced,50-54,3000
2022,female,widowed_divorced,55-59,5600
2022,female,widowed_divorced,60-64,8000
2022,female,widowed_divorced,65-69,15800
2022,female,widowed_divorced,70_and_over,95200
