year,sex,marital_status,age,outside_labour_force
2006,male,single,70_and_over,2300
2006,male,married,15-19,100
2006,male,married,20-24,100
2006,male,married,25-29,300
2006,male,married,30-34,600
2006,male,married,35-39,900
2006,male,married,40-44,1000
2006,male,married,45-49,2500
2006,male,married,50-54,6200
2006,male,married,55-59,16800
2006,male,married,60-64,21000
2006,male,married,65-69,30900
2006,male,married,70_and_over,58200
2006,male,widowed_divorced,15-19,-
2006,male,widowed_divorced,20-24,-
2006,male,widowed_divorced,25-29,-
2006,male,widowed_divorced,30-34,-
2006,male,widowed_divorced,35-39,100
2006,male,widowed_divorced,40-44,100
2006,male,widowed_divorced,45-49,400
2006,male,widowed_divorced,50-54,500
2006,male,widowed_divorced,55-59,900
2006,male,widowed_divorced,60-64,1300
2006,male,widowed_divorced,65-69,3100
2006,male,widowed_divorced,70_and_over,14400
2006,female,single,15-19,107200
2006,female,single,20-24,26400
2006,female,single,25-29,4000
2006,female,single,30-34,1700
2006,female,single,35-39,1800
2006,female,single,40-44,1700
2006,female,single,45-49,2700
2006,female,single,50-54,2800
2006,female,single,55-59,3500
2006,female,single,60-64,3300
2006,female,single,65-69,2300
2006,female,single,70_and_over,3600
2006,female,married,15-19,100
2006,female,married,20-24,4700
2006,female,married,25-29,15600
2006,female,married,30-34,31600
2006,female,married,35-39,43500
2006,female,married,40-44,50000
2006,female,married,45-49,50100
2006,female,married,50-54,47600
2006,female,married,55-59,48900
2006,female,married,60-64,34700
2006,female,married,65-69,33400
2006,female,married,70_and_over,34900
2006,female,widowed_divorced,15-19,-
2006,female,widowed_divorced,20-24,-
2006,female,widowed_divorced,25-29,100
2006,female,widowed_divorced,30-34,500
2006,female,widowed_divorced,35-39,400
2006,female,widowed_divorced,40-44,900
2006,female,widowed_divorced,45-49,1600
2006,female,widowed_divorced,50-54,4000
2006,female,widowed_divorced,55-59,8800
2006,female,widowed_divorced,60-64,11500
2006,female,widowed_divorced,65-69,17200
2006,female,widowed_divorced,70_and_over,72800
2007,male,single,15-19,120000
2007,male,single,20-24,35100
2007,male,single,25-29,6500
2007,male,single,30-34,1600
2007,male,single,35-39,1700
2007,male,single,40-44,2400
2007,male,single,45-49,2600
2007,male,single,50-54,2300
2007,male,single,55-59,2100
2007,male,single,60-64,1400
2007,male,single,65-69,2600
2007,male,single,70_and_over,2300
2007,male,married,15-19,100
2007,male,married,20-24,200
2007,male,married,25-29,600
2007,male,married,30-34,600
2007,male,married,35-39,900
2007,male,married,40-44,1900
2007,male,married,45-49,2700
2007,male,married,50-54,5400
2007,male,married,55-59,14700
2007,male,married,60-64,20600
2007,male,married,65-69,28200
2007,male,married,70_and_over,55900
2007,male,widowed_divorced,15-19,-
2007,male,widowed_divorced,20-24,-
2007,male,widowed_divorced,25-29,-
2007,male,widowed_divorced,30-34,-
2007,male,widowed_divorced,35-39,100
2007,male,widowed_divorced,40-44,-
2007,male,widowed_divorced,45-49,100
2007,male,widowed_divorced,50-54,600
2007,male,widowed_divorced,55-59,1100
2007,male,widowed_divorced,60-64,1800
2007,male,widowed_divorced,65-69,3300
2007,male,widowed_divorced,70_and_over,15000
2007,female,single,15-19,112200
2007,female,single,20-24,31100
2007,female,single,25-29,3200
2007,female,single,30-34,1800
2007,female,single,35-39,2000
2007,female,single,40-44,1800
2007,female,single,45-49,2900
2007,female,single,50-54,2800
2007,female,single,55-59,3900
2007,female,single,60-64,3200
2007,female,single,65-69,2500
2007,female,single,70_and_over,3200
2007,female,married,15-19,300
2007,female,married,20-24,4100
2007,female,married,25-29,12600
2007,female,married,30-34,29400
2007,female,married,35-39,40200
2007,female,married,40-44,46000
2007,female,married,45-49,51200
2007,female,married,50-54,48100
2007,female,married,55-59,47500
2007,female,married,60-64,37200
2007,female,married,65-69,31400
2007,female,married,70_and_over,36200
2007,female,widowed_divorced,15-19,-
2007,female,widowed_divorced,20-24,100
2007,female,widowed_divorced,25-29,200
2007,female,widowed_divorced,30-34,200
2007,female,widowed_divorced,35-39,400
2007,female,widowed_divorced,40-44,900
2007,female,widowed_divorced,45-49,1600
2007,female,widowed_divorced,50-54,4600
2007,female,widowed_divorced,55-59,7900
2007,female,widowed_divorced,60-64,11600
2007,female,widowed_divorced,65-69,17500
2007,female,widowed_divorced,70_and_over,74600
2008,male,single,15-19,119100
2008,male,single,20-24,38800
2008,male,single,25-29,7100
2008,male,single,30-34,1600
2008,male,single,35-39,2200
2008,male,single,40-44,2400
2008,male,single,45-49,2200
2008,male,single,50-54,2900
2008,male,single,55-59,2900
2008,male,single,60-64,2900
2008,male,single,65-69,1700
2008,male,single,70_and_over,3000
2008,male,married,15-19,200
2008,male,married,20-24,100
2008,male,married,25-29,400
2008,male,married,30-34,700
2008,male,married,35-39,1100
2008,male,married,40-44,1400
2008,male,married,45-49,2900
2008,male,married,50-54,6400
2008,male,married,55-59,13900
2008,male,married,60-64,23400
2008,male,married,65-69,28200
2008,male,married,70_and_over,57800
2008,male,widowed_divorced,15-19,-
2008,male,widowed_divorced,20-24,-
2008,male,widowed_divorced,25-29,-
2008,male,widowed_divorced,30-34,-
2008,male,widowed_divorced,35-39,-
2008,male,widowed_divorced,40-44,100
2008,male,widowed_divorced,45-49,400
2008,male,widowed_divorced,50-54,800
2008,male,widowed_divorced,55-59,700
2008,male,widowed_divorced,60-64,1700
2008,male,widowed_divorced,65-69,2700
2008,male,widowed_divorced,70_and_over,14400
2008,female,single,15-19,112900
2008,female,single,20-24,32300
2008,female,single,25-29,3600
2008,female,single,30-34,1700
2008,female,single,35-39,1700
2008,female,single,40-44,1900
2008,female,single,45-49,2400
2008,female,single,50-54,3700
2008,female,single,55-59,3200
2008,female,single,60-64,3000
2008,female,single,65-69,2000
2008,female,single,70_and_over,3200
2008,female,married,15-19,400
2008,female,married,20-24,2800
2008,female,married,25-29,15300
2008,female,married,30-34,26800
2008,female,married,35-39,38500
2008,female,married,40-44,45400
2008,female,married,45-49,43800
2008,female,married,50-54,47600
2008,female,married,55-59,47200
2008,female,married,60-64,38800
2008,female,married,65-69,32100
2008,female,married,70_and_over,36500
2008,female,widowed_divorced,15-19,-
2008,female,widowed_divorced,20-24,-
2008,female,widowed_divorced,25-29,200
2008,female,widowed_divorced,30-34,300
2008,female,widowed_divorced,35-39,800
2008,female,widowed_divorced,40-44,1200
2008,female,widowed_divorced,45-49,2600
2008,female,widowed_divorced,50-54,3900
2008,female,widowed_divorced,55-59,8200
2008,female,widowed_divorced,60-64,12200
2008,female,widowed_divorced,65-69,18200
2008,female,widowed_divorced,70_and_over,71900
2009,male,single,15-19,120200
2009,male,single,20-24,42100
2009,male,single,25-29,7600
2009,male,single,30-34,2500
2009,male,single,35-39,2000
2009,male,single,40-44,1700
2009,male,single,45-49,3000
2009,male,single,50-54,3200
2009,male,single,55-59,3000
2009,male,single,60-64,2000
2009,male,single,65-69,1900
2009,male,single,70_and_over,2500
2009,male,married,15-19,-
2009,male,married,20-24,100
2009,male,married,25-29,400
2009,male,married,30-34,500
2009,male,married,35-39,1000
2009,male,married,40-44,1600
2009,male,married,45-49,2400
2009,male,married,50-54,5500
2009,male,married,55-59,11300
2009,male,married,60-64,22800
2009,male,married,65-69,27000
2009,male,married,70_and_over,62900
2009,male,widowed_divorced,15-19,-
2009,male,widowed_divorced,20-24,-
2009,male,widowed_divorced,25-29,-
2009,male,widowed_divorced,30-34,-
2009,male,widowed_divorced,35-39,100
2009,male,widowed_divorced,40-44,200
2009,male,widowed_divorced,45-49,400
2009,male,widowed_divorced,50-54,900
2009,male,widowed_divorced,55-59,1300
2009,male,widowed_divorced,60-64,2100
2009,male,widowed_divorced,65-69,3100
2009,male,widowed_divorced,70_and_over,15700
2009,female,single,15-19,118200
2009,female,single,20-24,38900
2009,female,single,25-29,3900
2009,female,single,30-34,1700
2009,female,single,35-39,2000
2009,female,single,40-44,1800
2009,female,single,45-49,2700
2009,female,single,50-54,2800
2009,female,single,55-59,3100
2009,female,single,60-64,4000
2009,female,single,65-69,2200
2009,female,single,70_and_over,3800
2009,female,married,15-19,200
2009,female,married,20-24,2700
2009,female,married,25-29,14500
2009,female,married,30-34,28000
2009,female,married,35-39,38700
2009,female,married,40-44,42700
2009,female,married,45-49,46800
2009,female,married,50-54,48400
2009,female,married,55-59,47000
2009,female,married,60-64,46800
2009,female,married,65-69,33500
2009,female,married,70_and_over,43600
2009,female,widowed_divorced,15-19,-
2009,female,widowed_divorced,20-24,100
2009,female,widowed_divorced,25-29,100
2009,female,widowed_divorced,30-34,300
2009,female,widowed_divorced,35-39,600
2009,female,widowed_divorced,40-44,900
2009,female,widowed_divorced,45-49,2000
2009,female,widowed_divorced,50-54,4400
2009,female,widowed_divorced,55-59,8100
2009,female,widowed_divorced,60-64,12200
2009,female,widowed_divorced,65-69,16300
2009,female,widowed_divorced,70_and_over,75200
2010,male,single,15-19,113800
2010,male,single,20-24,41900
2010,male,single,25-29,7600
2010,male,single,30-34,2600
2010,male,single,35-39,1600
2010,male,single,40-44,2200
2010,male,single,45-49,2900
2010,male,single,50-54,3600
2010,male,single,55-59,3400
2010,male,single,60-64,3300
2010,male,single,65-69,1600
2010,male,single,70_and_over,3200
2010,male,married,15-19,-
2010,male,married,20-24,300
2010,male,married,25-29,500
2010,male,married,30-34,400
2010,male,married,35-39,1300
2010,male,married,40-44,2200
2010,male,married,45-49,2900
2010,male,married,50-54,6600
2010,male,married,55-59,14500
2010,male,married,60-64,25000
2010,male,married,65-69,27100
2010,male,married,70_and_over,61000
2010,male,widowed_divorced,15-19,-
2010,male,widowed_divorced,20-24,100
2010,male,widowed_divorced,25-29,-
2010,male,widowed_divorced,30-34,-
2010,male,widowed_divorced,35-39,100
2010,male,widowed_divorced,40-44,400
2010,male,widowed_divorced,45-49,400
2010,male,widowed_divorced,50-54,700
2010,male,widowed_divorced,55-59,1700
2010,male,widowed_divorced,60-64,2300
2010,male,widowed_divorced,65-69,2700
2010,male,widowed_divorced,70_and_over,15700
2010,female,single,15-19,112800
2010,female,single,20-24,36300
2010,female,single,25-29,4100
2010,female,single,30-34,1800
2010,female,single,35-39,1400
2010,female,single,40-44,2200
2010,female,single,45-49,2700
2010,female,single,50-54,3700
2010,female,single,55-59,3700
2010,female,single,60-64,3700
2010,female,single,65-69,2300
2010,female,single,70_and_over,3400
2010,female,married,15-19,200
2010,female,married,20-24,3400
2010,female,married,25-29,14000
2010,female,married,30-34,26200
2010,female,married,35-39,39000
2010,female,married,40-44,39400
2010,female,married,45-49,46100
2010,female,married,50-54,46200
2010,female,married,55-59,50800
2010,female,married,60-64,45700
2010,female,married,65-69,30400
2010,female,married,70_and_over,42500
2010,female,widowed_divorced,15-19,-
2010,female,widowed_divorced,20-24,100
2010,female,widowed_divorced,25-29,200
2010,female,widowed_divorced,30-34,300
2010,female,widowed_divorced,35-39,700
2010,female,widowed_divorced,40-44,800
2010,female,widowed_divorced,45-49,2000
2010,female,widowed_divorced,50-54,3400
2010,female,widowed_divorced,55-59,8600
2010,female,widowed_divorced,60-64,14800
2010,female,widowed_divorced,65-69,16100
2010,female,widowed_divorced,70_and_over,81500
2011,male,single,15-19,124000
2011,male,single,20-24,48200
2011,male,single,25-29,9300
2011,male,single,30-34,3000
2011,male,single,35-39,1700
2011,male,single,40-44,2200
2011,male,single,45-49,3000
2011,male,single,50-54,3300
2011,male,single,55-59,3600
2011,male,single,60-64,3000
2011,male,single,65-69,1700
2011,male,single,70_and_over,3600
2011,male,married,15-19,-
2011,male,married,20-24,100
2011,male,married,25-29,300
2011,male,married,30-34,400
2011,male,married,35-39,1500
2011,male,married,40-44,1800
2011,male,married,45-49,3200
2011,male,married,50-54,5900
2011,male,married,55-59,14100
2011,male,married,60-64,25300
2011,male,married,65-69,26400
2011,male,married,70_and_over,65100
2011,male,widowed_divorced,15-19,-
2011,male,widowed_divorced,20-24,-
2011,male,widowed_divorced,25-29,-
2011,male,widowed_divorced,30-34,100
2011,male,widowed_divorced,35-39,100
2011,male,widowed_divorced,40-44,200
2011,male,widowed_divorced,45-49,200
2011,male,widowed_divorced,50-54,900
2011,male,widowed_divorced,55-59,1200
2011,male,widowed_divorced,60-64,1900
2011,male,widowed_divorced,65-69,2700
2011,male,widowed_divorced,70_and_over,15700
2011,female,single,15-19,118500
2011,female,single,20-24,44900
2011,female,single,25-29,4500
2011,female,single,30-34,1700
2011,female,single,35-39,2100
2011,female,single,40-44,2500
2011,female,single,45-49,2400
2011,female,single,50-54,3800
2011,female,single,55-59,3600
2011,female,single,60-64,4300
2011,female,single,65-69,2500
2011,female,single,70_and_over,4600
2011,female,married,15-19,100
2011,female,married,20-24,2500
2011,female,married,25-29,11600
2011,female,married,30-34,26500
2011,female,married,35-39,33100
2011,female,married,40-44,38100
2011,female,married,45-49,41200
2011,female,married,50-54,45600
2011,female,married,55-59,49700
2011,female,married,60-64,47500
2011,female,married,65-69,31200
2011,female,married,70_and_over,46500
2011,female,widowed_divorced,15-19,-
2011,female,widowed_divorced,20-24,100
2011,female,widowed_divorced,25-29,200
2011,female,widowed_divorced,30-34,300
2011,female,widowed_divorced,35-39,600
2011,female,widowed_divorced,40-44,900
2011,female,widowed_divorced,45-49,2500
2011,female,widowed_divorced,50-54,3300
2011,female,widowed_divorced,55-59,7300
2011,female,widowed_divorced,60-64,12900
2011,female,widowed_divorced,65-69,14900
2011,female,widowed_divorced,70_and_over,82600
2012,male,single,15-19,121700
2012,male,single,20-24,49600
2012,male,single,25-29,10800
2012,male,single,30-34,2300
2012,male,single,35-39,1300
2012,male,single,40-44,1900
2012,male,single,45-49,2600
2012,male,single,50-54,3000
2012,male,single,55-59,3200
2012,male,single,60-64,3700
2012,male,single,65-69,1800
2012,male,single,70_and_over,3400
2012,male,married,15-19,-
2012,male,married,20-24,100
2012,male,married,25-29,900
2012,male,married,30-34,1200
2012,male,married,35-39,1100
2012,male,married,40-44,2000
2012,male,married,45-49,3900
2012,male,married,50-54,5900
2012,male,married,55-59,11800
2012,male,married,60-64,22300
2012,male,married,65-69,26700
2012,male,married,70_and_over,67800
2012,male,widowed_divorced,15-19,-
2012,male,widowed_divorced,20-24,-
2012,male,widowed_divorced,25-29,-
2012,male,widowed_divorced,30-34,100
2012,male,widowed_divorced,35-39,200
2012,male,widowed_divorced,40-44,400
2012,male,widowed_divorced,45-49,400
2012,male,widowed_divorced,50-54,600
2012,male,widowed_divorced,55-59,700
2012,male,widowed_divorced,60-64,2000
2012,male,widowed_divorced,65-69,2100
2012,male,widowed_divorced,70_and_over,16800
2012,female,single,15-19,118100
2012,female,single,20-24,45300
2012,female,single,25-29,5100
2012,female,single,30-34,1800
2012,female,single,35-39,1800
2012,female,single,40-44,1700
2012,female,single,45-49,2500
2012,female,single,50-54,3700
2012,female,single,55-59,3900
2012,female,single,60-64,4900
2012,female,single,65-69,3600
2012,female,single,70_and_over,5500
2012,female,married,15-19,200
2012,female,married,20-24,2900
2012,female,married,25-29,10500
2012,female,married,30-34,22100
2012,female,married,35-39,31200
2012,female,married,40-44,38300
2012,female,married,45-49,38900
2012,female,married,50-54,47500
2012,female,married,55-59,48400
2012,female,married,60-64,45900
2012,female,married,65-69,35600
2012,female,married,70_and_over,50600
2012,female,widowed_divorced,15-19,-
2012,female,widowed_divorced,20-24,100
2012,female,widowed_divorced,25-29,100
2012,female,widowed_divorced,30-34,400
2012,female,widowed_divorced,35-39,600
2012,female,widowed_divorced,40-44,1100
2012,female,widowed_divorced,45-49,1600
2012,female,widowed_divorced,50-54,3400
2012,female,widowed_divorced,55-59,7100
2014,female,single,25-29,5900
2012,female,widowed_divorced,60-64,13300
2012,female,widowed_divorced,65-69,14400
2012,female,widowed_divorced,70_and_over,78900
2013,male,single,15-19,120400
2013,male,single,20-24,48900
2013,male,single,25-29,11900
2013,male,single,30-34,2700
2013,male,single,35-39,1700
2013,male,single,40-44,2600
2013,male,single,45-49,2600
2013,male,single,50-54,2700
2013,male,single,55-59,3600
2013,male,single,60-64,3000
2013,male,single,65-69,2500
2013,male,single,70_and_over,3800
2013,male,married,15-19,-
2013,male,married,20-24,100
2013,male,married,25-29,700
2013,male,married,30-34,700
2013,male,married,35-39,1600
2013,male,married,40-44,1700
2013,male,married,45-49,3000
2013,male,married,50-54,6300
2013,male,married,55-59,12700
2013,male,married,60-64,23800
2013,male,married,65-69,28800
2013,male,married,70_and_over,70000
2013,male,widowed_divorced,15-19,-
2013,male,widowed_divorced,20-24,-
2013,male,widowed_divorced,25-29,-
2013,male,widowed_divorced,30-34,100
2013,male,widowed_divorced,35-39,200
2013,male,widowed_divorced,40-44,100
2013,male,widowed_divorced,45-49,400
2013,male,widowed_divorced,50-54,400
2013,male,widowed_divorced,55-59,1000
2013,male,widowed_divorced,60-64,2000
2013,male,widowed_divorced,65-69,3100
2013,male,widowed_divorced,70_and_over,14400
2013,female,single,15-19,114000
2013,female,single,20-24,46100
2013,female,single,25-29,5600
2013,female,single,30-34,2300
2013,female,single,35-39,1500
2013,female,single,40-44,2300
2013,female,single,45-49,2600
2013,female,single,50-54,4100
2013,female,single,55-59,3800
2013,female,single,60-64,4500
2013,female,single,65-69,3900
2013,female,single,70_and_over,5700
2013,female,married,15-19,200
2013,female,married,20-24,2400
2013,female,married,25-29,9000
2013,female,married,30-34,21200
2013,female,married,35-39,30100
2013,female,married,40-44,36900
2013,female,married,45-49,38500
2013,female,married,50-54,46700
2013,female,married,55-59,47100
2013,female,married,60-64,46300
2013,female,married,65-69,37500
2013,female,married,70_and_over,53700
2013,female,widowed_divorced,15-19,-
2013,female,widowed_divorced,20-24,100
2013,female,widowed_divorced,25-29,-
2013,female,widowed_divorced,30-34,400
2013,female,widowed_divorced,35-39,500
2013,female,widowed_divorced,40-44,900
2013,female,widowed_divorced,45-49,1700
2013,female,widowed_divorced,50-54,3500
2013,female,widowed_divorced,55-59,6900
2013,female,widowed_divorced,60-64,12900
2013,female,widowed_divorced,65-69,15300
2013,female,widowed_divorced,70_and_over,80800
2014,male,single,15-19,111100
2014,male,single,20-24,48400
2014,male,single,25-29,12500
2014,male,single,30-34,2400
2014,male,single,35-39,2000
2014,male,single,40-44,2400
2014,male,single,45-49,1700
2014,male,single,50-54,3200
2014,male,single,55-59,4800
2014,male,single,60-64,3300
2014,male,single,65-69,3000
2014,male,single,70_and_over,4000
2014,male,married,15-19,-
2014,male,married,20-24,100
2014,male,married,25-29,400
2014,male,married,30-34,800
2014,male,married,35-39,1700
2014,male,married,40-44,1900
2014,male,married,45-49,2900
2014,male,married,50-54,5800
2014,male,married,55-59,12300
2014,male,married,60-64,22300
2014,male,married,65-69,33100
2014,male,married,70_and_over,75900
2014,male,widowed_divorced,15-19,-
2014,male,widowed_divorced,20-24,-
2014,male,widowed_divorced,25-29,-
2014,male,widowed_divorced,30-34,100
2014,male,widowed_divorced,35-39,100
2014,male,widowed_divorced,40-44,300
2014,male,widowed_divorced,45-49,600
2014,male,widowed_divorced,50-54,600
2014,male,widowed_divorced,55-59,1200
2014,male,widowed_divorced,60-64,2500
2014,male,widowed_divorced,65-69,3200
2014,male,widowed_divorced,70_and_over,16400
2014,female,single,15-19,108700
2014,female,single,20-24,49600
2014,female,single,30-34,2300
2014,female,single,35-39,1600
2014,female,single,40-44,2100
2014,female,single,45-49,3200
2014,female,single,50-54,3000
2014,female,single,55-59,4500
2014,female,single,60-64,5300
2014,female,single,65-69,5400
2014,female,single,70_and_over,7100
2014,female,married,15-19,200
2014,female,married,20-24,1500
2014,female,married,25-29,8100
2014,female,married,30-34,22200
2014,female,married,35-39,26500
2014,female,married,40-44,31900
2014,female,married,45-49,35500
2014,female,married,50-54,41400
2014,female,married,55-59,48100
2014,female,married,60-64,50200
2014,female,married,65-69,44100
2014,female,married,70_and_over,58900
2014,female,widowed_divorced,15-19,-
2014,female,widowed_divorced,20-24,100
2014,female,widowed_divorced,25-29,-
2014,female,widowed_divorced,30-34,300
2014,female,widowed_divorced,35-39,400
2014,female,widowed_divorced,40-44,800
2014,female,widowed_divorced,45-49,1900
2014,female,widowed_divorced,50-54,3800
2014,female,widowed_divorced,55-59,5200
2014,female,widowed_divorced,60-64,11800
2014,female,widowed_divorced,65-69,16900
2014,female,widowed_divorced,70_and_over,84800
2015,male,single,15-19,107700
2015,male,single,20-24,46700
2015,male,single,25-29,10000
2015,male,single,30-34,2600
2015,male,single,35-39,1800
2015,male,single,40-44,1700
2015,male,single,45-49,1900
2015,male,single,50-54,2800
2015,male,single,55-59,4200
2015,male,single,60-64,3600
2015,male,single,65-69,3000
2015,male,single,70_and_over,3500
2015,male,married,15-19,-
2015,male,married,20-24,100
2015,male,married,25-29,700
2015,male,married,30-34,700
2015,male,married,35-39,1600
2015,male,married,40-44,2400
2015,male,married,45-49,2500
2015,male,married,50-54,5700
2015,male,married,55-59,12300
2015,male,married,60-64,22500
2015,male,married,65-69,34000
2015,male,married,70_and_over,72300
2015,male,widowed_divorced,15-19,-
2015,male,widowed_divorced,20-24,-
2015,male,widowed_divorced,25-29,100
2015,male,widowed_divorced,30-34,-
2015,male,widowed_divorced,35-39,-
2015,male,widowed_divorced,40-44,300
2015,male,widowed_divorced,45-49,200
2015,male,widowed_divorced,50-54,800
2015,male,widowed_divorced,55-59,1000
2015,male,widowed_divorced,60-64,2000
2015,male,widowed_divorced,65-69,3100
2015,male,widowed_divorced,70_and_over,17300
2015,female,single,15-19,106000
2015,female,single,20-24,40000
2015,female,single,25-29,5000
2015,female,single,30-34,2400
2015,female,single,35-39,1800
2015,female,single,40-44,1700
2015,female,single,45-49,2500
2015,female,single,50-54,3500
2015,female,single,55-59,3000
2015,female,single,60-64,5200
2015,female,single,65-69,4600
2015,female,single,70_and_over,6500
2015,female,married,15-19,100
2015,female,married,20-24,1400
2015,female,married,25-29,7600
2015,female,married,30-34,20500
2015,female,married,35-39,26900
2015,female,married,40-44,32300
2015,female,married,45-49,34200
2015,female,married,50-54,40700
2015,female,married,55-59,45700
2015,female,married,60-64,48700
2015,female,married,65-69,45800
2015,female,married,70_and_over,49600
2015,female,widowed_divorced,15-19,-
2015,female,widowed_divorced,20-24,-
2015,female,widowed_divorced,25-29,200
2015,female,widowed_divorced,30-34,300
2015,female,widowed_divorced,35-39,500
2015,female,widowed_divorced,40-44,700
2015,female,widowed_divorced,45-49,1300
2015,female,widowed_divorced,50-54,2900
2015,female,widowed_divorced,55-59,6200
2015,female,widowed_divorced,60-64,11300
2015,female,widowed_divorced,65-69,16700
2015,female,widowed_divorced,70_and_over,89900
2016,male,single,15-19,104600
2016,male,single,20-24,50200
2016,male,single,25-29,12800
2016,male,single,30-34,3200
2016,male,single,35-39,1900
2016,male,single,40-44,2200
2016,male,single,45-49,2400
2016,male,single,50-54,3800
2016,male,single,55-59,4200
2016,male,single,60-64,4300
2016,male,single,65-69,3300
2016,male,single,70_and_over,4000
2016,male,married,15-19,-
2016,male,married,20-24,300
2016,male,married,25-29,400
2016,male,married,30-34,600
2016,male,married,35-39,1100
2016,male,married,40-44,1600
2016,male,married,45-49,2800
2016,male,married,50-54,6700
2016,male,married,55-59,11200
2016,male,married,60-64,22700
2016,male,married,65-69,37200
2016,male,married,70_and_over,76200
2016,male,widowed_divorced,15-19,-
2016,male,widowed_divorced,20-24,-
2016,male,widowed_divorced,25-29,-
2016,male,widowed_divorced,30-34,-
2016,male,widowed_divorced,35-39,100
2016,male,widowed_divorced,40-44,200
2016,male,widowed_divorced,45-49,200
2016,male,widowed_divorced,50-54,700
2016,male,widowed_divorced,55-59,1300
2016,male,widowed_divorced,60-64,3200
2016,male,widowed_divorced,65-69,3300
2016,male,widowed_divorced,70_and_over,16300
2016,female,single,15-19,105600
2016,female,single,20-24,46100
2016,female,single,25-29,5300
2016,female,single,30-34,1700
2016,female,single,35-39,1800
2016,female,single,40-44,1800
2016,female,single,45-49,2100
2016,female,single,50-54,3900
2016,female,single,55-59,2900
2016,female,single,60-64,4900
2016,female,single,65-69,7100
2016,female,single,70_and_over,6000
2016,female,married,15-19,200
2016,female,married,20-24,1600
2016,female,married,25-29,7000
2016,female,married,30-34,19000
2016,female,married,35-39,24600
2016,female,married,40-44,29000
2016,female,married,45-49,32300
2016,female,married,50-54,41100
2016,female,married,55-59,46200
2016,female,married,60-64,50900
2016,female,married,65-69,47600
2016,female,married,70_and_over,58500
2016,female,widowed_divorced,15-19,-
2016,female,widowed_divorced,20-24,-
2016,female,widowed_divorced,25-29,200
2016,female,widowed_divorced,30-34,300
2016,female,widowed_divorced,35-39,200
2016,female,widowed_divorced,40-44,900
2016,female,widowed_divorced,45-49,1300
2016,female,widowed_divorced,50-54,3500
2016,female,widowed_divorced,55-59,6800
2016,female,widowed_divorced,60-64,11500
2016,female,widowed_divorced,65-69,17100
2016,female,widowed_divorced,70_and_over,88900
2017,male,single,15-19,104700
2017,male,single,20-24,48200
2017,male,single,25-29,11400
2017,male,single,30-34,2400
2017,male,single,35-39,1600
2017,male,single,40-44,2100
2017,male,single,45-49,2600
2017,male,single,50-54,2800
2017,male,single,55-59,4400
2017,male,single,60-64,4600
2017,male,single,65-69,3600
2017,male,single,70_and_over,4500
2017,male,married,15-19,-
2017,male,married,20-24,200
2017,male,married,25-29,300
2017,male,married,30-34,900
2017,male,married,35-39,1600
2017,male,married,40-44,2200
2017,male,married,45-49,2300
2017,male,married,50-54,5300
2017,male,married,55-59,11500
2017,male,married,60-64,21700
2017,male,married,65-69,37700
2017,male,married,70_and_over,86100
2017,male,widowed_divorced,15-19,-
2017,male,widowed_divorced,20-24,-
2017,male,widowed_divorced,25-29,100
2017,male,widowed_divorced,30-34,-
2017,male,widowed_divorced,35-39,200
2017,male,widowed_divorced,40-44,200
2017,male,widowed_divorced,45-49,300
2017,male,widowed_divorced,50-54,500
2017,male,widowed_divorced,55-59,1200
2017,male,widowed_divorced,60-64,2200
2017,male,widowed_divorced,65-69,4500
2017,male,widowed_divorced,70_and_over,19400
2017,female,single,15-19,106000
2017,female,single,20-24,42700
2017,female,single,25-29,6100
2017,female,single,30-34,2300
2017,female,single,35-39,900
2017,female,single,40-44,2100
2017,female,single,45-49,2800
2017,female,single,50-54,3200
2017,female,single,55-59,4200
2017,female,single,60-64,5000
2017,female,single,65-69,7100
2017,female,single,70_and_over,7400
2017,female,married,15-19,100
2017,female,married,20-24,2200
2017,female,married,25-29,7000
2017,female,married,30-34,15900
2017,female,married,35-39,26400
2017,female,married,40-44,32000
2017,female,married,45-49,31700
2017,female,married,50-54,37900
2017,female,married,55-59,44000
2017,female,married,60-64,50200
2017,female,married,65-69,48600
2017,female,married,70_and_over,68100
2017,female,widowed_divorced,15-19,-
2017,female,widowed_divorced,20-24,-
2017,female,widowed_divorced,25-29,100
2017,female,widowed_divorced,30-34,200
2017,female,widowed_divorced,35-39,400
2017,female,widowed_divorced,40-44,800
2017,female,widowed_divorced,45-49,1700
2017,female,widowed_divorced,50-54,3200
2017,female,widowed_divorced,55-59,6100
2017,female,widowed_divorced,60-64,11600
2017,female,widowed_divorced,65-69,18500
2017,female,widowed_divorced,70_and_over,95400
2018,male,single,15-19,106000
2018,male,single,20-24,50700
2018,male,single,25-29,11900
2018,male,single,30-34,2200
2018,male,single,35-39,2400
2018,male,single,40-44,2100
2018,male,single,45-49,2900
2018,male,single,50-54,3800
2018,male,single,55-59,4000
2018,male,single,60-64,4600
2018,male,single,65-69,3900
2018,male,single,70_and_over,5000
2018,male,married,15-19,-
2018,male,married,20-24,200
2018,male,married,25-29,300
2018,male,married,30-34,600
2018,male,married,35-39,1400
2018,male,married,40-44,1900
2018,male,married,45-49,3600
2018,male,married,50-54,6800
2018,male,married,55-59,12600
2018,male,married,60-64,24100
2018,male,married,65-69,35500
2018,male,married,70_and_over,86100
2018,male,widowed_divorced,15-19,-
2018,male,widowed_divorced,20-24,-
2018,male,widowed_divorced,25-29,-
